PAO1_ID,Name,Product.Name,PA14_ID
PA0547,,probable transcriptional regulator,PA14_07110
PA0548,tktA,transketolase,PA14_07130
PA0549,,hypothetical protein,PA14_07140
PA0550,,conserved hypothetical protein,PA14_07150
PA0551,epd,D-erythrose 4-phosphate dehydrogenase,PA14_07170
PA0552,pgk,phosphoglycerate kinase,PA14_07190
PA0553,,hypothetical protein,PA14_07200
PA0554,,hypothetical protein,PA14_07210
PA0555,fda,"fructose-1,6-bisphosphate aldolase",PA14_07230
PA0556,,hypothetical protein,PA14_07240
PA0557,,hypothetical protein,PA14_07250
PA0558,,conserved hypothetical protein,PA14_07260
PA0559,,conserved hypothetical protein,PA14_07280
PA0560,,conserved hypothetical protein,PA14_07290
PA0561,,hypothetical protein,PA14_07300
PA0562,,probable hydrolase,PA14_07310
PA0563,,conserved hypothetical protein,PA14_07330
PA0564,,probable transcriptional regulator,PA14_07340
PA0565,,conserved hypothetical protein,PA14_07355
PA0566,,hypothetical protein,PA14_07360
PA0567,,conserved hypothetical protein,PA14_07370
PA0568,,hypothetical protein,PA14_07380
PA0569,,hypothetical protein,PA14_07400
PA0570,,hypothetical protein,PA14_07410
PA0571,,hypothetical protein,PA14_07420
PA0572,,hypothetical protein,PA14_07430
PA0573,,hypothetical protein,PA14_07440
PA0574,,hypothetical protein,PA14_07450
PA0575,,conserved hypothetical protein,PA14_07500
PA0576,rpoD,sigma factor RpoD,PA14_07520
PA0577,dnaG,DNA primase,PA14_07530
PA0578,,conserved hypothetical protein,PA14_07550
PA0579,rpsU,30S ribosomal protein S21,PA14_07560
PA0580,gcp,O-sialoglycoprotein endopeptidase,PA14_07570
PA0581,,conserved hypothetical protein,PA14_07580
PA0582,folB,dihydroneopterin aldolase,PA14_07590
PA0583,,hypothetical protein,PA14_07600
PA0584,cca,tRNA nucleotidyl transferase,PA14_07620
PA0585,,hypothetical protein,PA14_07630
PA0586,,conserved hypothetical protein,PA14_07650
PA0587,,conserved hypothetical protein,PA14_07660
PA0588,,conserved hypothetical protein,PA14_07680
PA0589,,conserved hypothetical protein,PA14_07690
PA0590,apaH,bis(5'-nucleosyl)-tetraphosphatase,PA14_07700
PA0591,,conserved hypothetical protein,PA14_07710
PA0592,ksgA,"rRNA (adenine-N6,N6)-dimethyltransferase",PA14_07730
PA0593,pdxA,pyridoxal phosphate biosynthetic protein PdxA,PA14_07740
PA0594,surA,peptidyl-prolyl cis-trans isomerase SurA,PA14_07760
PA0595,lptD,LPS-assembly protein LptD,PA14_07770
PA0596,,hypothetical protein,PA14_07780
PA0597,,probable nucleotidyl transferase,PA14_07790
PA0598,,hypothetical protein,PA14_07800
PA0599,,hypothetical protein,PA14_07810
PA0600,agtS,"two-component sensor, AgtS",PA14_07820
PA0601,agtR,"two-component response regulator, AgtR",PA14_07840
PA0602,,probable binding protein component of ABC transporter,PA14_07850
PA0603,agtA,AgtA,PA14_07860
PA0604,agtB,AgtB,PA14_07870
PA0605,agtC,AgtC,PA14_07890
PA0606,agtD,AgtD,PA14_07900
PA0607,rpe,ribulose-phosphate 3-epimerase,PA14_07910
PA0608,,probable phosphoglycolate phosphatase,PA14_07930
PA0609,trpE,anthranilate synthetase component I,PA14_07940
PA0610,prtN,transcriptional regulator PrtN,PA14_07950
PA0611,prtR,transcriptional regulator PrtR,PA14_07960
PA0612,ptrB,"repressor, PtrB",PA14_07970
PA0613,,hypothetical protein,PA14_07980
PA0614,,hypothetical protein,PA14_07990
PA0615,,hypothetical protein,PA14_08000
PA0616,,hypothetical protein,PA14_08010
PA0617,,probable bacteriophage protein,PA14_08020
PA0618,,probable bacteriophage protein,PA14_08030
PA0619,,probable bacteriophage protein,PA14_08040
PA0620,,probable bacteriophage protein,PA14_08050
PA0621,,conserved hypothetical protein,PA14_08060
PA0622,,probable bacteriophage protein,PA14_08070
PA0623,,probable bacteriophage protein,PA14_08090
PA0624,,hypothetical protein,PA14_08100
PA0625,,hypothetical protein,PA14_08120
PA0626,,hypothetical protein,PA14_08130
PA0627,,conserved hypothetical protein,PA14_08140
PA0628,,conserved hypothetical protein,PA14_08150
PA0629,,conserved hypothetical protein,PA14_08160
PA0630,,hypothetical protein,PA14_08180
PA0631,,hypothetical protein,PA14_08190
PA0632,,hypothetical protein,PA14_08200
PA0633,,hypothetical protein,PA14_08210
PA0634,,hypothetical protein,PA14_08220
PA0635,,hypothetical protein,PA14_08230
PA0636,,hypothetical protein,PA14_08240
PA0637,,conserved hypothetical protein,PA14_08250
PA0638,,probable bacteriophage protein,PA14_08260
PA0639,,conserved hypothetical protein,PA14_08270
PA0640,,probable bacteriophage protein,PA14_08280
PA0641,,probable bacteriophage protein,PA14_08300
PA0642,,hypothetical protein,
PA0643,,hypothetical protein,
PA0644,,hypothetical protein,
PA0645,,hypothetical protein,
PA0646,,hypothetical protein,PA14_08310
PA0647,,hypothetical protein,PA14_08320
PA0648,,hypothetical protein,PA14_08330
PA0649,trpG,anthranilate synthase component II,PA14_08340
PA0650,trpD,anthranilate phosphoribosyltransferase,PA14_08350
PA0651,trpC,indole-3-glycerol-phosphate synthase,PA14_08360
PA0652,vfr,transcriptional regulator Vfr,PA14_08370
PA0653,,conserved hypothetical protein,PA14_08380
PA0654,speD,S-adenosylmethionine decarboxylase proenzyme,PA14_08390
PA0655,,hypothetical protein,PA14_08400
PA0656,,probable HIT family protein,PA14_08420
PA0657,,probable ATPase,PA14_08430
PA0658,,probable short-chain dehydrogenase,PA14_08440
PA0659,,hypothetical protein,PA14_08450
PA0660,,hypothetical protein,PA14_08460
PA0661,,conserved hypothetical protein,PA14_08470
PA0662,argC,N-acetyl-gamma-glutamyl-phosphate reductase,PA14_08480
PA0663,,hypothetical protein,PA14_08490
PA0664,,hypothetical protein,PA14_08500
PA0665,,conserved hypothetical protein,PA14_08510
PA0666,,conserved hypothetical protein,PA14_08520
PA0667,,conserved hypothetical protein,PA14_08540
PA0668,tyrZ,tyrosyl-tRNA synthetase 2,PA14_08560
PA0669,,probable DNA polymerase alpha chain,PA14_55610
PA0670,,hypothetical protein,PA14_55600
PA0671,,hypothetical protein,PA14_55590
PA0672,hemO,heme oxygenase,PA14_55580
PA0673,,hypothetical protein,PA14_55570
PA0674,vreA,VreA,PA14_55560
PA0675,vreI,"ECF sigma factor, VreI",PA14_55550
PA0676,vreR,"sigma factor regulator, VreR",PA14_55540
PA0677,hxcW,HxcW,PA14_55530
PA0678,hxcU,HxcU,PA14_55520
PA0679,hxcP,HxcP,PA14_55510
PA0680,hxcV,HxcV,PA14_55500
PA0681,hxcT,HxcT,PA14_55490
PA0682,hxcX,HxcX,PA14_55480
PA0683,hxcY,HxcY,PA14_55470
PA0684,hxcZ,HxcZ,PA14_55460
PA0685,hxcQ,HxcQ,PA14_55450
PA0686,hxcR,HxcR,PA14_55440
PA0687,hxcS,HxcS,PA14_55430
PA0688,lapA,"low-molecular-weight alkaline phosphatase A, LapA",PA14_55410
PA0689,lapB,"low-molecular-weight alkaline phosphatase B, LapB",
PA0690,pdtA,"phosphate depletion regulated TPS partner A, PdtA",PA14_55400
PA0691,phdA,prevent-host-death protein A,PA14_55390
PA0692,pdtB,"phosphate depletion regulated TPS partner B, PdtB",PA14_55380
PA0693,exbB2,transport protein ExbB2,PA14_55360
PA0694,exbD2,transport protein ExbD,PA14_55340
PA0695,,hypothetical protein,PA14_55330
PA0696,,hypothetical protein,PA14_55320
PA0697,,hypothetical protein,PA14_55300
PA0698,,hypothetical protein,PA14_55290
PA0699,,"probable peptidyl-prolyl cis-trans isomerase, PpiC-type",PA14_55280
PA0700,,hypothetical protein,PA14_55260
PA0701,,probable transcriptional regulator,PA14_55250
PA0702,,hypothetical protein,PA14_55230
PA0703,,probable major facilitator superfamily (MFS) transporter,PA14_55220
PA0704,,probable amidase,PA14_55200
PA0705,migA,"alpha-1,6-rhamnosyltransferase MigA",PA14_55180
PA0706,cat,chloramphenicol acetyltransferase,PA14_55170
PA0707,toxR,transcriptional regulator ToxR,PA14_55160
PA0708,,probable transcriptional regulator,PA14_55150
PA0709,,hypothetical protein,PA14_55140
PA0710,gloA2,lactoylglutathione lyase,PA14_55130
PA0711,,hypothetical protein,PA14_55117
PA0712,,hypothetical protein,
PA0713,,hypothetical protein,PA14_55110
PA0714,,hypothetical protein,PA14_55100
PA0715,,hypothetical protein,
PA0716,,hypothetical protein,
PA0717,,hypothetical protein of bacteriophage Pf1,PA14_49000
PA0718,,hypothetical protein of bacteriophage Pf1,PA14_48990
PA0719,,hypothetical protein of bacteriophage Pf1,PA14_48980
PA0720,,helix destabilizing protein of bacteriophage Pf1,PA14_48970
PA0721,,hypothetical protein of bacteriophage Pf1,PA14_48960
PA0722,,hypothetical protein of bacteriophage Pf1,PA14_48950
PA0723,coaB,coat protein B of bacteriophage Pf1,PA14_48940
PA0724,,probable coat protein A of bacteriophage Pf1,PA14_48930
PA0725,,hypothetical protein of bacteriophage Pf1,PA14_48920
PA0726,,hypothetical protein of bacteriophage Pf1,PA14_48910
PA0727,,hypothetical protein from bacteriophage Pf1,PA14_48890
PA0728,,probable bacteriophage integrase,PA14_48880
PA0729,,hypothetical protein,
PA0730,,probable transferase,PA14_54830
PA0731,,hypothetical protein,PA14_54820
PA0732,,hypothetical protein,PA14_54810
PA0733,,probable pseudouridylate synthase,PA14_54800
PA0734,,hypothetical protein,PA14_54790
PA0735,,hypothetical protein,PA14_54770
PA0736,,hypothetical protein,PA14_54760
PA0737,,hypothetical protein,PA14_54740
PA0738,,conserved hypothetical protein,PA14_54730
PA0739,,probable transcriptional regulator,PA14_54710
PA0740,sdsA1,SDS hydrolase SdsA1,PA14_54700
PA0741,,conserved hypothetical protein,PA14_54690
PA0742,,hypothetical protein,PA14_54680
PA0743,,probable 3-hydroxyisobutyrate dehydrogenase,PA14_54670
PA0744,,probable enoyl-CoA hydratase/isomerase,PA14_54660
PA0745,,probable enoyl-CoA hydratase/isomerase,PA14_54640
PA0746,,probable acyl-CoA dehydrogenase,PA14_54630
PA0747,,probable aldehyde dehydrogenase,PA14_54620
PA0748,still frameshift probable transcriptional regulator,,
PA0749,,hypothetical protein,PA14_54600
PA0750,ung,uracil-DNA glycosylase,PA14_54590
PA0751,,conserved hypothetical protein,PA14_54580
PA0752,,conserved hypothetical protein,PA14_54570
PA0753,,hypothetical protein,PA14_54550
PA0754,,hypothetical protein,PA14_54540
PA0755,opdH,cis-aconitate porin OpdH,PA14_54520
PA0756,,probable two-component response regulator,PA14_54510
PA0757,,probable two-component sensor,PA14_54500
PA0758,,hypothetical protein,PA14_54490
PA0759,,conserved hypothetical protein,PA14_54480
PA0760,,conserved hypothetical protein,PA14_54470
PA0761,nadB,L-aspartate oxidase,PA14_54450
PA0762,algU,sigma factor AlgU,PA14_54430
PA0763,mucA,anti-sigma factor MucA,PA14_54420
PA0764,mucB,negative regulator for alginate biosynthesis MucB,PA14_54410
PA0765,mucC,positive regulator for alginate biosynthesis MucC,PA14_54400
PA0766,mucD,serine protease MucD precursor,PA14_54390
PA0767,lepA,GTP-binding protein LepA,PA14_54370
PA0768,lepB,signal peptidase I,PA14_54350
PA0769,,hypothetical protein,PA14_54340
PA0770,rnc,ribonuclease III,PA14_54330
PA0771,era,GTP-binding protein Era,PA14_54320
PA0772,recO,DNA repair protein RecO,PA14_54300
PA0773,pdxJ,pyridoxal phosphate biosynthetic protein PdxJ,PA14_54290
PA0774,,conserved hypothetical protein,PA14_54270
PA0775,,conserved hypothetical protein,PA14_54260
PA0776,,hypothetical protein,PA14_54240
PA0777,,hypothetical protein,PA14_54230
PA0778,icp,inhibitor of cysteine peptidase,PA14_54220
PA0779,asrA,AsrA,PA14_54210
PA0780,pruR,proline utilization regulator,PA14_54190
PA0781,,hypothetical protein,PA14_54180
PA0782,putA,proline dehydrogenase PutA,PA14_54170
PA0783,putP,sodium/proline symporter PutP,PA14_54150
PA0784,,probable transcriptional regulator,PA14_54130
PA0785,azoR1,"FMN-dependent NADH-azoreductase 1, AzoR1",PA14_54120
PA0786,,probable transporter,PA14_54110
PA0787,,hypothetical protein,PA14_54090
PA0788,,hypothetical protein,PA14_54080
PA0789,,probable amino acid permease,PA14_54040
PA0790,,hypothetical protein,PA14_54030
PA0791,,probable transcriptional regulator,PA14_54010
PA0792,prpD,propionate catabolic protein PrpD,PA14_54000
PA0793,,hypothetical protein,PA14_53980
PA0794,,probable aconitate hydratase,PA14_53970
PA0795,prpC,citrate synthase 2,PA14_53950
PA0796,prpB,carboxyphosphonoenolpyruvate phosphonomutase,PA14_53940
PA0797,,probable transcriptional regulator,PA14_53920
PA0798,pmtA,phospholipid methyltransferase,PA14_53910
PA0799,,probable helicase,PA14_53900
PA0800,,hypothetical protein,PA14_53890
PA0801,,hypothetical protein,PA14_53880
PA0802,,hypothetical protein,PA14_53870
PA0803,,hypothetical protein,PA14_53860
PA0804,,probable oxidoreductase,PA14_53850
PA0805,,hypothetical protein,PA14_53840
PA0806,,hypothetical protein,PA14_53830
PA0807,ampDh3,AmpDh3,PA14_53820
PA0808,,hypothetical protein,PA14_53810
PA0809,,probable transporter,PA14_53800
PA0810,,probable haloacid dehalogenase,PA14_53790
PA0811,,probable major facilitator superfamily (MFS) transporter,PA14_53780
PA0812,,hypothetical protein,PA14_53770
PA0813,,hypothetical protein,PA14_53750
PA0814,,conserved hypothetical protein,PA14_53740
PA0815,,probable transcriptional regulator,PA14_53730
PA0816,,probable transcriptional regulator,PA14_53720
PA0817,,probable ring-cleaving dioxygenase,PA14_53700
PA0818,,hypothetical protein,PA14_53690
PA0819,,hypothetical protein,
PA0820,,hypothetical protein,PA14_53670
PA0821,,hypothetical protein,PA14_53660
PA0822,,hypothetical protein,PA14_53650
PA0823,,hypothetical protein,
PA0824,,hypothetical protein,PA14_53640
PA0825,,hypothetical protein,PA14_53630
PA0826,,hypothetical protein,PA14_53620
PA0827,,hypothetical protein,PA14_53560
PA0828,,probable transcriptional regulator,PA14_53550
PA0829,,probable hydrolase,PA14_53540
PA0830,,hypothetical protein,PA14_53530
PA0831,oruR,transcriptional regulator OruR,PA14_53520
PA0832,,conserved hypothetical protein,PA14_53510
PA0833,,hypothetical protein,PA14_53500
PA0834,,conserved hypothetical protein,PA14_53490
PA0835,pta,phosphate acetyltransferase,PA14_53480
PA0836,ackA,acetate kinase,PA14_53470
PA0837,slyD,peptidyl-prolyl cis-trans isomerase SlyD,PA14_53430
PA0838,,probable glutathione peroxidase,PA14_53420
PA0839,,probable transcriptional regulator,PA14_53410
PA0840,,probable oxidoreductase,PA14_53400
PA0841,,hypothetical protein,PA14_53390
PA0842,,probable glycosyl transferase,PA14_53380
PA0843,plcR,phospholipase accessory protein PlcR precursor,PA14_53370
PA0844,plcH,hemolytic phospholipase C precursor,PA14_53360
PA0845,cerN,CerN,PA14_53340
PA0846,,probable sulfate uptake protein,PA14_53330
PA0847,,diguanylate cyclase,PA14_53310
PA0848,ahpB,"alkyl hydroperoxide reductase , AhpB",PA14_53300
PA0849,trxB2,thioredoxin reductase 2,PA14_53290
PA0850,,hypothetical protein,PA14_53270
PA0851,,hypothetical protein,PA14_53260
PA0852,cbpD,chitin-binding protein CbpD precursor,PA14_53250
PA0853,,probable oxidoreductase,PA14_53230
PA0854,fumC2,fumarate hydratase,PA14_53220
PA0855,,hypothetical protein,PA14_53210
PA0856,,hypothetical protein,PA14_53200
PA0857,bolA,morphogene protein BolA,PA14_53190
PA0858,,conserved hypothetical protein,PA14_53180
PA0859,,hypothetical protein,PA14_53160
PA0860,,probable ATP-binding/permease fusion ABC transporter,PA14_53150
PA0861,rbdA,RbDA,PA14_53140
PA0862,,hypothetical protein,PA14_53120
PA0863,,probable oxidoreductase,PA14_53110
PA0864,,probable transcriptional regulator,PA14_53090
PA0865,hpd,4-hydroxyphenylpyruvate dioxygenase,PA14_53070
PA0866,aroP2,aromatic amino acid transport protein AroP2,PA14_53050
PA0867,mliC,membrane-bound lysozyme inhibitor of c-type lysozyme MliC,PA14_53040
PA0868,,conserved hypothetical protein,PA14_53030
PA0869,pbpG,D-alanyl-D-alanine-endopeptidase,PA14_53020
PA0870,phhC,aromatic amino acid aminotransferase,PA14_53010
PA0871,phhB,pterin-4-alpha-carbinolamine dehydratase,PA14_53000
PA0872,phhA,phenylalanine-4-hydroxylase,PA14_52990
PA0873,phhR,transcriptional regulator PhhR,PA14_52980
PA0874,,hypothetical protein,PA14_52960
PA0875,,conserved hypothetical protein,PA14_52940
PA0876,,probable transcriptional regulator,PA14_52930
PA0877,,probable transcriptional regulator,PA14_52920
PA0878,,hypothetical protein,PA14_52910
PA0879,,probable acyl-CoA dehydrogenase,PA14_52900
PA0880,,probable ring-cleaving dioxygenase,PA14_52890
PA0881,,hypothetical protein,PA14_52880
PA0882,,hypothetical protein,PA14_52870
PA0883,,probable acyl-CoA lyase beta chain,PA14_52850
PA0884,,probable C4-dicarboxylate-binding periplasmic protein,PA14_52840
PA0885,,probable C4-dicarboxylate transporter,PA14_52820
PA0886,,probable C4-dicarboxylate transporter,PA14_52810
PA0887,acsA,acetyl-coenzyme A synthetase,PA14_52800
PA0888,aotJ,arginine/ornithine binding protein AotJ,PA14_52790
PA0889,aotQ,arginine/ornithine transport protein AotQ,PA14_52780
PA0890,aotM,arginine/ornithine transport protein AotM,PA14_52770
PA0891,,hypothetical protein,PA14_52760
PA0892,aotP,arginine/ornithine transport protein AotP,PA14_52750
PA0893,argR,transcriptional regulator ArgR,PA14_52740
PA0894,,hypothetical protein,PA14_52730
PA0895,aruC,N2-Succinylornithine 5-aminotransferase (SOAT) = N2-acetylornithine 5-aminotransferase (ACOAT),PA14_52720
PA0896,aruF,subunit I of arginine N2-succinyltransferase = ornithine N2-succinyltransferase,PA14_52700
PA0897,aruG,subunit II of arginine N2-succinyltransferase = ornithine N2-succinyltransferase,PA14_52690
PA0898,aruD,N-Succinylglutamate 5-semialdehyde dehydrogenase,PA14_52670
PA0899,aruB,N2-Succinylarginine dihydrolase,PA14_52660
PA0900,,hypothetical protein,PA14_52640
PA0901,aruE,N-Succinylglutamate desuccinylase,PA14_52630
PA0902,,hypothetical protein,PA14_52610
PA0903,alaS,alanyl-tRNA synthetase,PA14_52600
PA0904,lysC,aspartate kinase alpha and beta chain,PA14_52580
PA0905,rsmA,RsmA,PA14_52570
PA0906,alpR,"lysis phenotype repressor, AlpR",PA14_52530
PA0907,alpA,"lysis phenotype activator, AlpA",PA14_52520
PA0908,alpB,AlpB,PA14_52510
PA0909,alpC,AlpC,PA14_52500
PA0910,alpD,AlpD,PA14_52490
PA0911,alpE,AlpE,PA14_52480
PA0912,,hypothetical protein,PA14_52465
PA0913,mgtE,MgtE,PA14_52460
PA0914,,hypothetical protein,PA14_52440
PA0915,,conserved hypothetical protein,PA14_52430
PA0916,,conserved hypothetical protein,PA14_52420
