PAO1_ID,Name,Product.Name,GeneID.(PAO1),PA14_ID
PA0484,,conserved hypothetical protein,877920,PA14_06310
PA0485,,conserved hypothetical protein,878192,PA14_06320
PA0486,,conserved hypothetical protein,881857,PA14_06330
PA0487,,probable molybdenum transport regulator,878638,PA14_06340
PA0488,,conserved hypothetical protein,880360,PA14_06350
PA0489,,probable phosphoribosyl transferase,881420,PA14_06360
PA0490,,hypothetical protein,879667,PA14_06390
PA0491,,probable transcriptional regulator,877693,PA14_06400
PA0492,,conserved hypothetical protein,879645,PA14_06420
PA0493,,probable biotin-requiring enzyme,878648,PA14_06430
PA0494,,probable acyl-CoA carboxylase subunit,877712,PA14_06450
PA0495,,hypothetical protein,878118,PA14_06460
PA0496,,conserved hypothetical protein,879583,PA14_06480
PA0497,,hypothetical protein,878092,
PA0498,,hypothetical protein,878273,
PA0499,,probable pili assembly chaperone,879461,
PA0500,bioB,biotin synthase,877668,PA14_06500
PA0501,bioF,8-amino-7-oxononanoate synthase,879619,PA14_06510
PA0502,,probable biotin biosynthesis protein bioH,878654,PA14_06530
PA0503,,probable biotin synthesis protein BioC,878488,PA14_06540
PA0504,bioD,dethiobiotin synthase,878220,PA14_06570
PA0505,,hypothetical protein,880873,PA14_06580
PA0506,,probable acyl-CoA dehydrogenase,878586,PA14_06600
PA0507,,probable acyl-CoA dehydrogenase,878181,PA14_06620
PA0508,,probable acyl-CoA dehydrogenase,880863,PA14_06640
PA0509,nirN,NirN,878428,PA14_06650
PA0510,nirE,NirE,881871,PA14_06660
PA0511,nirJ,heme d1 biosynthesis protein NirJ,879503,PA14_06670
PA0512,nirH,NirH,877584,PA14_06680
PA0513,nirG,NirG,877708,PA14_06690
PA0514,nirL,heme d1 biosynthesis protein NirL,879762,PA14_06700
PA0515,,probable transcriptional regulator,879538,PA14_06710
PA0516,nirF,heme d1 biosynthesis protein NirF,882198,PA14_06720
PA0517,nirC,probable c-type cytochrome precursor,879462,PA14_06730
PA0518,nirM,cytochrome c-551 precursor,882220,PA14_06740
PA0519,nirS,nitrite reductase precursor,882217,PA14_06750
PA0520,nirQ,regulatory protein NirQ,882214,PA14_06770
PA0521,,probable cytochrome c oxidase subunit,882206,PA14_06790
PA0522,,hypothetical protein,882203,PA14_06800
PA0523,norC,nitric-oxide reductase subunit C,882200,PA14_06810
PA0524,norB,nitric-oxide reductase subunit B,882193,PA14_06830
PA0525,,probable dinitrification protein NorD,882190,PA14_06840
PA0526,,hypothetical protein,882186,PA14_06860
PA0527,dnr,transcriptional regulator Dnr,882180,PA14_06870
PA0527.1,rsmY,regulatory RNA RsmY,4179186,
PA0528,,probable transcriptional regulator,882178,PA14_06880
PA0529,,conserved hypothetical protein,882289,PA14_06890
PA0530,,probable class III pyridoxal phosphate-dependent aminotransferase,882286,PA14_06920
PA0531,,probable glutamine amidotransferase,878497,PA14_06930
PA0532,,hypothetical protein,878235,PA14_06940
PA0533,,probable transcriptional regulator,881997,PA14_06950
PA0534,pauB1,FAD-dependent oxidoreductase,878392,PA14_06960
PA0535,,probable transcriptional regulator,878471,PA14_06970
PA0536,,hypothetical protein,882098,PA14_06980
PA0537,,conserved hypothetical protein,878574,PA14_06990
PA0538,dsbB,disulfide bond formation protein,878500,PA14_07000
PA0539,,hypothetical protein,881942,PA14_07010
PA0540,,hypothetical protein,879356,PA14_07020
PA0541,,hypothetical protein,879377,PA14_07030
PA0542,,conserved hypothetical protein,879311,PA14_07040
PA0543,,hypothetical protein,882164,PA14_07050
PA0544,,hypothetical protein,881947,PA14_07060
PA0545,,hypothetical protein,878494,PA14_07070
PA0546,metK,methionine adenosyltransferase,878379,PA14_07090
PA0547,,probable transcriptional regulator,879420,PA14_07110
PA0548,tktA,transketolase,878523,PA14_07130
PA0549,,hypothetical protein,881950,PA14_07140
PA0550,,conserved hypothetical protein,879239,PA14_07150
PA0551,epd,D-erythrose 4-phosphate dehydrogenase,879410,PA14_07170
PA0552,pgk,phosphoglycerate kinase,879198,PA14_07190
PA0553,,hypothetical protein,879424,PA14_07200
PA0554,,hypothetical protein,882092,PA14_07210
PA0555,fda,"fructose-1,6-bisphosphate aldolase",880792,PA14_07230
PA0556,,hypothetical protein,882999,PA14_07240
PA0557,,hypothetical protein,882017,PA14_07250
PA0558,,conserved hypothetical protein,880893,PA14_07260
PA0559,,conserved hypothetical protein,879364,PA14_07280
PA0560,,conserved hypothetical protein,879234,PA14_07290
PA0561,,hypothetical protein,882132,PA14_07300
PA0562,,probable hydrolase,878411,PA14_07310
PA0563,,conserved hypothetical protein,879219,PA14_07330
PA0564,,probable transcriptional regulator,879206,PA14_07340
PA0565,,conserved hypothetical protein,877835,PA14_07355
PA0566,,hypothetical protein,879287,PA14_07360
PA0567,,conserved hypothetical protein,877760,PA14_07370
PA0568,,hypothetical protein,879243,PA14_07380
PA0569,,hypothetical protein,881959,PA14_07400
PA0570,,hypothetical protein,879240,PA14_07410
PA0571,,hypothetical protein,880621,PA14_07420
PA0572,,hypothetical protein,878237,PA14_07430
PA0573,,hypothetical protein,879310,PA14_07440
PA0574,,hypothetical protein,879506,PA14_07450
PA0574.1,,tRNA-Met,3240220,
PA0575,,conserved hypothetical protein,882126,PA14_07500
PA0576,rpoD,sigma factor RpoD,882038,PA14_07520
PA0577,dnaG,DNA primase,882047,PA14_07530
PA0578,,conserved hypothetical protein,880823,PA14_07550
PA0579,rpsU,30S ribosomal protein S21,880307,PA14_07560
PA0580,gcp,O-sialoglycoprotein endopeptidase,882271,PA14_07570
PA0581,,conserved hypothetical protein,880814,PA14_07580
PA0582,folB,dihydroneopterin aldolase,880775,PA14_07590
PA0583,,hypothetical protein,880783,PA14_07600
PA0584,cca,tRNA nucleotidyl transferase,877618,PA14_07620
PA0585,,hypothetical protein,878052,PA14_07630
PA0586,,conserved hypothetical protein,879539,PA14_07650
PA0587,,conserved hypothetical protein,879664,PA14_07660
PA0588,,conserved hypothetical protein,879092,PA14_07680
PA0589,,conserved hypothetical protein,880468,PA14_07690
PA0590,apaH,bis(5'-nucleosyl)-tetraphosphatase,880834,PA14_07700
PA0591,,conserved hypothetical protein,880916,PA14_07710
PA0592,ksgA,"rRNA (adenine-N6,N6)-dimethyltransferase",880847,PA14_07730
PA0593,pdxA,pyridoxal phosphate biosynthetic protein PdxA,880733,PA14_07740
PA0594,surA,peptidyl-prolyl cis-trans isomerase SurA,879552,PA14_07760
PA0595,lptD,LPS-assembly protein LptD,880756,PA14_07770
PA0596,,hypothetical protein,882000,PA14_07780
PA0597,,probable nucleotidyl transferase,878173,PA14_07790
PA0598,,hypothetical protein,878221,PA14_07800
PA0599,,hypothetical protein,878592,PA14_07810
PA0600,agtS,"two-component sensor, AgtS",880670,PA14_07820
PA0601,agtR,"two-component response regulator, AgtR",882060,PA14_07840
PA0602,,probable binding protein component of ABC transporter,880771,PA14_07850
PA0603,agtA,AgtA,880619,PA14_07860
PA0604,agtB,AgtB,879023,PA14_07870
PA0605,agtC,AgtC,878376,PA14_07890
PA0606,agtD,AgtD,880768,PA14_07900
PA0607,rpe,ribulose-phosphate 3-epimerase,878162,PA14_07910
PA0608,,probable phosphoglycolate phosphatase,882093,PA14_07930
PA0609,trpE,anthranilate synthetase component I,879191,PA14_07940
PA0610,prtN,transcriptional regulator PrtN,877720,PA14_07950
PA0611,prtR,transcriptional regulator PrtR,879679,PA14_07960
PA0612,ptrB,"repressor, PtrB",878190,PA14_07970
PA0613,,hypothetical protein,878382,PA14_07980
PA0614,,hypothetical protein,880722,PA14_07990
PA0615,,hypothetical protein,880902,PA14_08000
PA0616,,hypothetical protein,877613,PA14_08010
PA0617,,probable bacteriophage protein,880757,PA14_08020
PA0618,,probable bacteriophage protein,879222,PA14_08030
PA0619,,probable bacteriophage protein,878485,PA14_08040
PA0620,,probable bacteriophage protein,877993,PA14_08050
PA0621,,conserved hypothetical protein,878615,PA14_08060
PA0622,,probable bacteriophage protein,877994,PA14_08070
PA0623,,probable bacteriophage protein,880639,PA14_08090
PA0624,,hypothetical protein,877599,PA14_08100
PA0625,,hypothetical protein,880716,PA14_08120
PA0626,,hypothetical protein,880740,PA14_08130
PA0627,,conserved hypothetical protein,878208,PA14_08140
PA0628,,conserved hypothetical protein,877597,PA14_08150
PA0629,,conserved hypothetical protein,880762,PA14_08160
PA0630,,hypothetical protein,877664,PA14_08180
PA0631,,hypothetical protein,878295,PA14_08190
PA0632,,hypothetical protein,,PA14_08200
PA0633,,hypothetical protein,878027,PA14_08210
PA0634,,hypothetical protein,878405,PA14_08220
PA0635,,hypothetical protein,882071,PA14_08230
PA0636,,hypothetical protein,878378,PA14_08240
PA0637,,conserved hypothetical protein,882114,PA14_08250
PA0638,,probable bacteriophage protein,879225,PA14_08260
PA0639,,conserved hypothetical protein,880921,PA14_08270
PA0640,,probable bacteriophage protein,880690,PA14_08280
PA0641,,probable bacteriophage protein,878365,PA14_08300
PA0642,,hypothetical protein,,
PA0643,,hypothetical protein,880630,
PA0644,,hypothetical protein,882154,
PA0645,,hypothetical protein,880676,
PA0646,,hypothetical protein,879880,PA14_08310
PA0647,,hypothetical protein,880633,PA14_08320
PA0648,,hypothetical protein,879680,PA14_08330
PA0649,trpG,anthranilate synthase component II,878400,PA14_08340
PA0650,trpD,anthranilate phosphoribosyltransferase,880665,PA14_08350
PA0651,trpC,indole-3-glycerol-phosphate synthase,882120,PA14_08360
PA0652,vfr,transcriptional regulator Vfr,880744,PA14_08370
PA0653,,conserved hypothetical protein,879759,PA14_08380
PA0654,speD,S-adenosylmethionine decarboxylase proenzyme,878446,PA14_08390
PA0655,,hypothetical protein,880759,PA14_08400
PA0656,,probable HIT family protein,881980,PA14_08420
PA0657,,probable ATPase,878397,PA14_08430
PA0658,,probable short-chain dehydrogenase,880695,PA14_08440
PA0659,,hypothetical protein,880846,PA14_08450
PA0660,,hypothetical protein,879220,PA14_08460
PA0661,,conserved hypothetical protein,882163,PA14_08470
PA0662,argC,N-acetyl-gamma-glutamyl-phosphate reductase,882004,PA14_08480
PA0663,,hypothetical protein,880770,PA14_08490
PA0664,,hypothetical protein,880642,PA14_08500
PA0665,,conserved hypothetical protein,879482,PA14_08510
PA0666,,conserved hypothetical protein,882072,PA14_08520
PA0667,,conserved hypothetical protein,878797,PA14_08540
PA0668,tyrZ,tyrosyl-tRNA synthetase 2,880817,PA14_08560
PA0668.1,,16S ribosomal RNA,3240252,
PA0668.2,,tRNA-Ile,3240247,
PA0668.3,,tRNA-Ala,3240236,
PA0668.4,,23S ribosomal RNA,3240215,
PA0668.5,,5S ribosomal RNA,3240249,
PA0669,,probable DNA polymerase alpha chain,880686,PA14_55610
PA0670,,hypothetical protein,880683,PA14_55600
PA0671,,hypothetical protein,880694,PA14_55590
PA0672,hemO,heme oxygenase,880820,PA14_55580
PA0673,,hypothetical protein,880755,PA14_55570
PA0674,vreA,VreA,879213,PA14_55560
PA0675,vreI,"ECF sigma factor, VreI",878410,PA14_55550
PA0676,vreR,"sigma factor regulator, VreR",878456,PA14_55540
PA0677,hxcW,HxcW,880651,PA14_55530
PA0678,hxcU,HxcU,880707,PA14_55520
PA0679,hxcP,HxcP,879201,PA14_55510
PA0680,hxcV,HxcV,880812,PA14_55500
PA0681,hxcT,HxcT,879708,PA14_55490
PA0682,hxcX,HxcX,880818,PA14_55480
PA0683,hxcY,HxcY,880821,PA14_55470
PA0684,hxcZ,HxcZ,880816,PA14_55460
PA0685,hxcQ,HxcQ,880813,PA14_55450
PA0686,hxcR,HxcR,880808,PA14_55440
PA0687,hxcS,HxcS,880805,PA14_55430
PA0688,lapA,"low-molecular-weight alkaline phosphatase A, LapA",880790,PA14_55410
PA0689,lapB,"low-molecular-weight alkaline phosphatase B, LapB",880810,
PA0690,pdtA,"phosphate depletion regulated TPS partner A, PdtA",880803,PA14_55400
PA0691,phdA,prevent-host-death protein A,880799,PA14_55390
PA0692,pdtB,"phosphate depletion regulated TPS partner B, PdtB",880708,PA14_55380
PA0693,exbB2,transport protein ExbB2,880774,PA14_55360
PA0694,exbD2,transport protein ExbD,880789,PA14_55340
PA0695,,hypothetical protein,882165,PA14_55330
PA0696,,hypothetical protein,880782,PA14_55320
PA0697,,hypothetical protein,878404,PA14_55300
PA0698,,hypothetical protein,880718,PA14_55290
PA0699,,"probable peptidyl-prolyl cis-trans isomerase, PpiC-type",877592,PA14_55280
PA0700,,hypothetical protein,880765,PA14_55260
PA0701,,probable transcriptional regulator,880787,PA14_55250
PA0702,,hypothetical protein,880784,PA14_55230
PA0703,,probable major facilitator superfamily (MFS) transporter,878398,PA14_55220
PA0704,,probable amidase,880754,PA14_55200
PA0705,migA,"alpha-1,6-rhamnosyltransferase MigA",878545,PA14_55180
PA0706,cat,chloramphenicol acetyltransferase,878374,PA14_55170
PA0707,toxR,transcriptional regulator ToxR,880684,PA14_55160
PA0708,,probable transcriptional regulator,877600,PA14_55150
PA0708.1,,Uncharacterized protein,,
PA0709,,hypothetical protein,880712,PA14_55140
PA0710,gloA2,lactoylglutathione lyase,878796,PA14_55130
PA0711,,hypothetical protein,878381,PA14_55117
PA0712,,hypothetical protein,882261,
PA0713,,hypothetical protein,882235,PA14_55110
PA0714,,hypothetical protein,882257,PA14_55100
PA0714.1,phrD,PhrD,9793389,
PA0715,,hypothetical protein,879902,
PA0716,,hypothetical protein,882248,
PA0717,,hypothetical protein of bacteriophage Pf1,,PA14_49000
PA0718,,hypothetical protein of bacteriophage Pf1,880688,PA14_48990
PA0719,,hypothetical protein of bacteriophage Pf1,882252,PA14_48980
PA0720,,helix destabilizing protein of bacteriophage Pf1,877782,PA14_48970
PA0721,,hypothetical protein of bacteriophage Pf1,880780,PA14_48960
PA0722,,hypothetical protein of bacteriophage Pf1,880678,PA14_48950
PA0723,coaB,coat protein B of bacteriophage Pf1,880778,PA14_48940
PA0724,,probable coat protein A of bacteriophage Pf1,880777,PA14_48930
PA0725,,hypothetical protein of bacteriophage Pf1,877789,PA14_48920
PA0726,,hypothetical protein of bacteriophage Pf1,882269,PA14_48910
PA0727,,hypothetical protein from bacteriophage Pf1,880742,PA14_48890
PA0728,,probable bacteriophage integrase,882014,PA14_48880
PA0729,,hypothetical protein,877701,
PA0729.1,,tRNA-Gly,3240218,
PA0730,,probable transferase,877678,PA14_54830
PA0731,,hypothetical protein,879770,PA14_54820
PA0732,,hypothetical protein,880615,PA14_54810
PA0733,,probable pseudouridylate synthase,880710,PA14_54800
PA0734,,hypothetical protein,877923,PA14_54790
PA0735,,hypothetical protein,878402,PA14_54770
PA0736,,hypothetical protein,878261,PA14_54760
PA0737,,hypothetical protein,880649,PA14_54740
PA0738,,conserved hypothetical protein,880709,PA14_54730
PA0739,,probable transcriptional regulator,878029,PA14_54710
PA0740,sdsA1,SDS hydrolase SdsA1,882069,PA14_54700
PA0741,,conserved hypothetical protein,877736,PA14_54690
PA0742,,hypothetical protein,878042,PA14_54680
PA0743,,probable 3-hydroxyisobutyrate dehydrogenase,882135,PA14_54670
PA0744,,probable enoyl-CoA hydratase/isomerase,878206,PA14_54660
PA0745,,probable enoyl-CoA hydratase/isomerase,878156,PA14_54640
PA0746,,probable acyl-CoA dehydrogenase,879393,PA14_54630
PA0747,,probable aldehyde dehydrogenase,882095,PA14_54620
PA0748,still frameshift probable transcriptional regulator,,879324,
PA0749,,hypothetical protein,879353,PA14_54600
PA0750,ung,uracil-DNA glycosylase,881872,PA14_54590
PA0751,,conserved hypothetical protein,880746,PA14_54580
PA0752,,conserved hypothetical protein,881989,PA14_54570
PA0753,,hypothetical protein,877594,PA14_54550
PA0754,,hypothetical protein,882147,PA14_54540
PA0755,opdH,cis-aconitate porin OpdH,882059,PA14_54520
PA0756,,probable two-component response regulator,877615,PA14_54510
PA0757,,probable two-component sensor,880811,PA14_54500
PA0758,,hypothetical protein,879467,PA14_54490
PA0759,,conserved hypothetical protein,878414,PA14_54480
PA0760,,conserved hypothetical protein,880656,PA14_54470
PA0761,nadB,L-aspartate oxidase,882067,PA14_54450
PA0762,algU,sigma factor AlgU,882125,PA14_54430
PA0763,mucA,anti-sigma factor MucA,879357,PA14_54420
PA0764,mucB,negative regulator for alginate biosynthesis MucB,882064,PA14_54410
PA0765,mucC,positive regulator for alginate biosynthesis MucC,877954,PA14_54400
PA0766,mucD,serine protease MucD precursor,879207,PA14_54390
PA0767,lepA,GTP-binding protein LepA,881998,PA14_54370
PA0768,lepB,signal peptidase I,882104,PA14_54350
PA0769,,hypothetical protein,879500,PA14_54340
PA0770,rnc,ribonuclease III,882139,PA14_54330
PA0771,era,GTP-binding protein Era,879487,PA14_54320
PA0772,recO,DNA repair protein RecO,878213,PA14_54300
PA0773,pdxJ,pyridoxal phosphate biosynthetic protein PdxJ,878131,PA14_54290
PA0774,,conserved hypothetical protein,878567,PA14_54270
PA0775,,conserved hypothetical protein,879217,PA14_54260
PA0776,,hypothetical protein,879270,PA14_54240
PA0777,,hypothetical protein,877691,PA14_54230
PA0778,icp,inhibitor of cysteine peptidase,879252,PA14_54220
PA0779,asrA,AsrA,877837,PA14_54210
PA0780,pruR,proline utilization regulator,880836,PA14_54190
PA0781,,hypothetical protein,882115,PA14_54180
PA0782,putA,proline dehydrogenase PutA,878503,PA14_54170
PA0783,putP,sodium/proline symporter PutP,877927,PA14_54150
PA0784,,probable transcriptional regulator,880845,PA14_54130
PA0785,azoR1,"FMN-dependent NADH-azoreductase 1, AzoR1",882036,PA14_54120
PA0786,,probable transporter,880741,PA14_54110
PA0787,,hypothetical protein,878491,PA14_54090
PA0788,,hypothetical protein,882152,PA14_54080
PA0789,,probable amino acid permease,879370,PA14_54040
PA0790,,hypothetical protein,882045,PA14_54030
PA0791,,probable transcriptional regulator,882086,PA14_54010
PA0792,prpD,propionate catabolic protein PrpD,881990,PA14_54000
PA0793,,hypothetical protein,878041,PA14_53980
PA0794,,probable aconitate hydratase,882027,PA14_53970
PA0795,prpC,citrate synthase 2,880674,PA14_53950
