PA14_ID,Name,Product.Name,GeneID.(PAO1),PAO1_ID
PA14_06360,,phosphoribosyl transferase,881420,PA0489
PA14_06390,,hypothetical protein,879667,PA0490
PA14_06400,,LysR family transcriptional regulator,877693,PA0491
PA14_06420,,hypothetical protein,879645,PA0492
PA14_06430,,hypothetical protein,878648,PA0493
PA14_06450,,acetyl-CoA carboxylase biotin carboxylase subunit,877712,PA0494
PA14_06460,,hypothetical protein,878118,PA0495
PA14_06480,,hydrolase,879583,PA0496
PA14_06500,bioB,biotin synthase,877668,PA0500
PA14_06510,bioF,8-amino-7-oxononanoate synthase,879619,PA0501
PA14_06530,,biotin biosynthesis protein bioH,878654,PA0502
PA14_06540,,biotin synthesis protein BioC,878488,PA0503
PA14_06570,bioD,dithiobiotin synthetase,878220,PA0504
PA14_06580,,hypothetical protein,880873,PA0505
PA14_06600,,acyl-CoA dehydrogenase,878586,PA0506
PA14_06620,,acyl-CoA dehydrogenase,878181,PA0507
PA14_06640,,acyl-CoA dehydrogenase,880863,PA0508
PA14_06650,nirN,c-type cytochrome,878428,PA0509
PA14_06660,nirE,uroporphyrin-III c-methyltransferase,881871,PA0510
PA14_06670,nirJ,heme d1 biosynthesis protein NirJ,879503,PA0511
PA14_06680,nirH,hypothetical protein,877584,PA0512
PA14_06690,nirG,transcriptional regulator,877708,PA0513
PA14_06700,nirL,heme d1 biosynthesis protein NirL,879762,PA0514
PA14_06710,,transcriptional regulator,879538,PA0515
PA14_06720,nirF,heme d1 biosynthesis protein NirF,882198,PA0516
PA14_06730,nirC,c-type cytochrome,879462,PA0517
PA14_06740,nirM,cytochrome c-551,882220,PA0518
PA14_06750,nirS,nitrite reductase,882217,PA0519
PA14_06770,nirQ,regulatory protein NirQ,882214,PA0520
PA14_06790,,cytochrome c oxidase subunit,882206,PA0521
PA14_06800,,hypothetical protein,882203,PA0522
PA14_06810,norC,nitric-oxide reductase subunit C,882200,PA0523
PA14_06830,norB,nitric-oxide reductase subunit B,882193,PA0524
PA14_06840,,dinitrification protein NorD,882190,PA0525
PA14_06860,,hypothetical protein,882186,PA0526
PA14_06870,dnr,transcriptional regulator Dnr,882180,PA0527
PA14_06875,,rsmYregulatoryRNA,,
PA14_06880,,LysR family transcriptional regulator,882178,PA0528
PA14_06890,,hypothetical protein,882289,PA0529
PA14_06900,,hypothetical protein,,
PA14_06920,,class III pyridoxal phosphate-dependent aminotransferase,882286,PA0530
PA14_06930,,glutamine amidotransferase,878497,PA0531
PA14_06940,,hypothetical protein,878235,PA0532
PA14_06950,,LuxR family transcriptional regulator,881997,PA0533
PA14_06960,,hypothetical protein,878392,PA0534
PA14_06970,,Cro/CI family transcriptional regulator,878471,PA0535
PA14_06980,,hypothetical protein,882098,PA0536
PA14_06990,,hypothetical protein,878574,PA0537
PA14_07000,dsbB1,DsbB1,878500,PA0538
PA14_07010,,hypothetical protein,881942,PA0539
PA14_07020,,hypothetical protein,879356,PA0540
PA14_07030,,cytochrome c',879377,PA0541
PA14_07040,,hypothetical protein,879311,PA0542
PA14_07050,,hypothetical protein,882164,PA0543
PA14_07060,,hypothetical protein,881947,PA0544
PA14_07070,,hypothetical protein,878494,PA0545
PA14_07090,metK,S-adenosylmethionine synthetase,878379,PA0546
PA14_07110,,ArsR family transcriptional regulator,879420,PA0547
PA14_07130,tktA,transketolase,878523,PA0548
PA14_07140,,hypothetical protein,881950,PA0549
PA14_07150,,hypothetical protein,879239,PA0550
PA14_07170,epd,D-erythrose 4-phosphate dehydrogenase,879410,PA0551
PA14_07190,pgk,phosphoglycerate kinase,879198,PA0552
PA14_07200,,hypothetical protein,879424,PA0553
PA14_07210,,hypothetical protein,882092,PA0554
PA14_07230,fda,"fructose-1,6-bisphosphate aldolase",880792,PA0555
PA14_07240,,hypothetical protein,882999,PA0556
PA14_07250,,hypothetical protein,882017,PA0557
PA14_07260,,hypothetical protein,880893,PA0558
PA14_07280,,hypothetical protein,879364,PA0559
PA14_07290,,hypothetical protein,879234,PA0560
PA14_07300,,hypothetical protein,882132,PA0561
PA14_07310,,hydrolase,878411,PA0562
PA14_07330,,hypothetical protein,879219,PA0563
PA14_07340,,transcriptional regulator,879206,PA0564
PA14_07355,,hypothetical protein,877835,PA0565
PA14_07360,,hypothetical protein,879287,PA0566
PA14_07370,,hypothetical protein,877760,PA0567
PA14_07380,,hypothetical protein,879243,PA0568
PA14_07400,,hypothetical protein,881959,PA0569
PA14_07410,,hypothetical protein,879240,PA0570
PA14_07420,,hypothetical protein,880621,PA0571
PA14_07430,,hypothetical protein,878237,PA0572
PA14_07440,,hypothetical protein,879310,PA0573
PA14_07450,,hypothetical protein,879506,PA0574
PA14_07460,,hypothetical protein,,
PA14_07470,,tRNA-Met,,
PA14_07480,,reverse transcriptase,,
PA14_07500,,hypothetical protein,882126,PA0575
PA14_07520,rpoD,RNA polymerase sigma factor RpoD,882038,PA0576
PA14_07530,dnaG,DNA primase,882047,PA0577
PA14_07550,,hypothetical protein,880823,PA0578
PA14_07560,rpsU,30S ribosomal protein S21,880307,PA0579
PA14_07570,gcp,DNA-binding/iron metalloprotein/AP endonuclease,882271,PA0580
PA14_07580,,glycerol-3-phosphate acyltransferase PlsY,880814,PA0581
PA14_07590,folB,dihydroneopterin aldolase,880775,PA0582
PA14_07600,,2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase,880783,PA0583
PA14_07620,cca,multifunctional tRNA nucleotidyl transferase/2'3'-cyclic phosphodiesterase/2'nucleotidase/phosphatase,877618,PA0584
PA14_07630,,hypothetical protein,878052,PA0585
PA14_07650,,SpoVR family protein,879539,PA0586
PA14_07660,,hypothetical protein,879664,PA0587
PA14_07680,,hypothetical protein,879092,PA0588
PA14_07690,glpE,thiosulfate sulfurtransferase,880468,PA0589
PA14_07700,apaH,diadenosine tetraphosphatase,880834,PA0590
PA14_07710,apaG,ApaG protein,880916,PA0591
PA14_07730,ksgA,dimethyladenosine transferase,880847,PA0592
PA14_07740,pdxA,4-hydroxythreonine-4-phosphate dehydrogenase,880733,PA0593
PA14_07760,surA,peptidyl-prolyl cis-trans isomerase SurA,879552,PA0594
PA14_07770,ostA,organic solvent tolerance protein OstA,880756,PA0595
PA14_07780,,hypothetical protein,882000,PA0596
PA14_07790,,nucleotidyl transferase,878173,PA0597
PA14_07800,,hypothetical protein,878221,PA0598
PA14_07810,,hypothetical protein,878592,PA0599
PA14_07820,,histidine kinase,880670,PA0600
PA14_07840,,two-component response regulator,882060,PA0601
PA14_07850,,ABC transporter substrate-binding protein,880771,PA0602
PA14_07860,,ABC transporter ATP-binding protein,880619,PA0603
PA14_07870,,ABC transporter substrate-binding protein,879023,PA0604
PA14_07890,,ABC transporter permease,878376,PA0605
PA14_07900,,ABC transporter permease,880768,PA0606
PA14_07910,rpe,ribulose-phosphate 3-epimerase,878162,PA0607
PA14_07930,,phosphoglycolate phosphatase,882093,PA0608
PA14_07940,trpE,anthranilate synthase component I,879191,PA0609
PA14_07950,prtN,transcriptional regulator PrtN,877720,PA0610
PA14_07960,prtR,transcriptional regulator PrtR,879679,PA0611
PA14_07970,,hypothetical protein,878190,PA0612
PA14_07980,,hypothetical protein,878382,PA0613
PA14_07990,,hypothetical protein,880722,PA0614
PA14_08000,,hypothetical protein,880902,PA0615
PA14_08010,,hypothetical protein,877613,PA0616
PA14_08020,,bacteriophage protein,880757,PA0617
PA14_08030,,phage baseplate assembly protein,879222,PA0618
PA14_08040,,phage tail protein,878485,PA0619
PA14_08050,,tail fiber protein,877993,PA0620
PA14_08060,,tail fiber assembly protein,878615,PA0621
PA14_08070,,phage tail sheath protein,877994,PA0622
PA14_08090,,phage tail tube protein,880639,PA0623
PA14_08100,,hypothetical protein,877599,PA0624
PA14_08110,,hypothetical protein,,
PA14_08120,,tail length determinator protein,880716,PA0625
PA14_08130,,hypothetical protein,880740,PA0626
PA14_08140,,hypothetical protein,878208,PA0627
PA14_08150,,phage late control gene D protein,877597,PA0628
PA14_08160,,lytic enzyme,880762,PA0629
PA14_08180,,hypothetical protein,877664,PA0630
PA14_08190,,hypothetical protein,878295,PA0631
PA14_08200,,hypothetical protein,,PA0632
PA14_08210,,hypothetical protein,878027,PA0633
PA14_08220,,hypothetical protein,878405,PA0634
PA14_08230,,hypothetical protein,882071,PA0635
PA14_08240,,hypothetical protein,878378,PA0636
PA14_08250,,hypothetical protein,882114,PA0637
PA14_08260,,minor tail protein L,879225,PA0638
PA14_08270,,hypothetical protein,880921,PA0639
PA14_08280,,bacteriophage protein,880690,PA0640
PA14_08300,,"phage-related protein, tail component",878365,PA0641
PA14_08310,,hypothetical protein,879880,PA0646
PA14_08320,,hypothetical protein,880633,PA0647
PA14_08330,,hypothetical protein,879680,PA0648
PA14_08340,trpG,anthranilate synthase component II,878400,PA0649
PA14_08350,trpD,anthranilate phosphoribosyltransferase,880665,PA0650
PA14_08360,trpC,indole-3-glycerol-phosphate synthase,882120,PA0651
PA14_08370,vfr,cAMP-regulatory protein,880744,PA0652
PA14_08380,,hypothetical protein,879759,PA0653
PA14_08390,speD,S-adenosylmethionine decarboxylase,878446,PA0654
PA14_08400,,hypothetical protein,880759,PA0655
PA14_08420,,HIT family protein,881980,PA0656
PA14_08430,,ATPase,878397,PA0657
PA14_08440,,short chain alcohol dehydrogenase,880695,PA0658
PA14_08450,,hypothetical protein,880846,PA0659
PA14_08460,,hypothetical protein,879220,PA0660
PA14_08470,,hypothetical protein,882163,PA0661
PA14_08480,argC,N-acetyl-gamma-glutamyl-phosphate reductase,882004,PA0662
PA14_08490,,hypothetical protein,880770,PA0663
PA14_08500,,hypothetical protein,880642,PA0664
PA14_08510,,iron-sulfur cluster insertion protein ErpA,879482,PA0665
PA14_08520,anmK,anhydro-N-acetylmuramic acid kinase,882072,PA0666
PA14_08540,,hypothetical protein,878797,PA0667
PA14_08560,tyrZ,tyrosyl-tRNA synthetase,880817,PA0668
PA14_08570,,16S ribosomal RNA,,
PA14_08580,,tRNA-Ile,,
PA14_08590,,tRNA-Ala,,
PA14_08600,,23S ribosomal RNA,,
PA14_08610,,5S ribosomal RNA,,
PA14_08620,birA,biotin--protein ligase,881668,PA4280
PA14_08630,,pantothenate kinase,881667,PA4279
PA14_08640,,hypothetical protein,881687,PA4278
PA14_08650,,tRNA-Tyr,,
PA14_08660,,tRNA-Gly,,
PA14_08670,,tRNA-Thr,,
PA14_08680,tufB,elongation factor Tu,881697,PA4277
PA14_08690,,tRNA-Trp,,
PA14_08695,secE,preprotein translocase subunit SecE,881694,PA4276
PA14_08710,nusG,transcription antitermination protein NusG,881693,PA4275
PA14_08720,rplK,50S ribosomal protein L11,881705,PA4274
PA14_08730,rplA,50S ribosomal protein L1,881704,PA4273
PA14_08740,rplJ,50S ribosomal protein L10,881702,PA4272
PA14_08750,rplL,50S ribosomal protein L7/L12,881701,PA4271
PA14_08760,rpoB,DNA-directed RNA polymerase subunit beta,881699,PA4270
PA14_08780,rpoC,DNA-directed RNA polymerase subunit beta',881710,PA4269
PA14_08790,rpsL,30S ribosomal protein S12,881709,PA4268
PA14_08810,rpsG,30S ribosomal protein S7,881745,PA4267
PA14_08820,fusA1,elongation factor G,881744,PA4266
PA14_08830,tufA,elongation factor Tu,881718,PA4265
PA14_08840,rpsJ,30S ribosomal protein S10,881717,PA4264
PA14_08850,rplC,50S ribosomal protein L3,881728,PA4263
PA14_08860,rplD,50S ribosomal protein L4,881754,PA4262
PA14_08870,rplW,50S ribosomal protein L23,881753,PA4261
PA14_08880,rplB,50S ribosomal protein L2,881749,PA4260
PA14_08890,rpsS,30S ribosomal protein S19,881748,PA4259
PA14_08900,rplV,50S ribosomal protein L22,881762,PA4258
PA14_08910,rpsC,30S ribosomal protein S3,881761,PA4257
PA14_08920,rplP,50S ribosomal protein L16,881758,PA4256
PA14_08930,rpmC,50S ribosomal protein L29,881771,PA4255
PA14_08940,rpsQ,30S ribosomal protein S17,881770,PA4254
PA14_08950,rplN,50S ribosomal protein L14,881811,PA4253
PA14_08960,rplX,50S ribosomal protein L24,881810,PA4252
PA14_08970,rplE,50S ribosomal protein L5,881779,PA4251
PA14_08980,rpsN,30S ribosomal protein S14,881778,PA4250
PA14_08990,rpsH,30S ribosomal protein S8,881738,PA4249
PA14_09000,rplF,50S ribosomal protein L6,881796,PA4248
PA14_09010,rplR,50S ribosomal protein L18,881795,PA4247
PA14_09020,rpsE,30S ribosomal protein S5,881788,PA4246
PA14_09030,rpmD,50S ribosomal protein L30,881787,PA4245
PA14_09040,rplO,50S ribosomal protein L15,881805,PA4244
PA14_09050,secY,preprotein translocase subunit SecY,881804,PA4243
PA14_09070,rpmJ,50S ribosomal protein L36,881839,PA4242
PA14_09080,rpsM,30S ribosomal protein S13,881818,PA4241
PA14_09090,rpsK,30S ribosomal protein S11,881817,PA4240
PA14_09100,rpsD,30S ribosomal protein S4,881814,PA4239
PA14_09115,rpoA,DNA-directed RNA polymerase subunit alpha,881813,PA4238
PA14_09130,rplQ,50S ribosomal protein L17,881767,PA4237
PA14_09150,katA,catalase,881831,PA4236
PA14_09160,bfrA,bacterioferritin,881830,PA4235
PA14_09180,uvrA,excinuclease ABC subunit A,881827,PA4234
PA14_09195,,major facilitator transporter,881826,PA4233
PA14_09200,ssb,single-stranded DNA-binding protein,881822,PA4232
PA14_09210,pchA,salicylate biosynthesis isochorismate synthase,881821,PA4231
PA14_09220,pchB,isochorismate-pyruvate lyase,881846,PA4230
PA14_09230,pchC,pyochelin biosynthetic protein PchC,881845,PA4229
PA14_09240,pchD,pyochelin biosynthesis protein PchD,880566,PA4228
PA14_09260,pchR,transcriptional regulator PchR,880049,PA4227
PA14_09270,pchE,dihydroaeruginoic acid synthetase,880048,PA4226
PA14_09280,pchF,pyochelin synthetase,880083,PA4225
PA14_09290,pchG,pyochelin biosynthetic protein PchG,880082,PA4224
PA14_09300,,ABC transporter ATP-binding protein,880074,PA4223
PA14_09320,,ABC transporter ATP-binding protein,880073,PA4222
PA14_09340,fptA,Fe(III)-pyochelin outer membrane receptor,880419,PA4221
PA14_09350,,hypothetical protein,880418,PA4220
PA14_09370,,hypothetical protein,880533,PA4219
PA14_09380,,transporter,880532,PA4218
PA14_09400,phzS,hypothetical protein,881836,PA4217
PA14_09410,phzG1,pyrodoxamine 5'-phosphate oxidase,,"PA1905, PA4216"
PA14_09420,phzF1,phenazine biosynthesis protein,,"PA1904, PA4215"
PA14_09440,phzE1,phenazine biosynthesis protein PhzE,,"PA1903, PA4214"
PA14_09450,phzD1,phenazine biosynthesis protein PhzD,,"PA1902, PA4213"
PA14_09460,phzC1,phenazine biosynthesis protein PhzC,,
PA14_09470,phzB1,phenazine biosynthesis protein,880518,PA4211
PA14_09480,phzA1,phenazine biosynthesis protein,880515,PA4210
PA14_09490,phzM,phenazine-specific methyltransferase,880514,PA4209
PA14_09500,opmD,outer membrane protein,880347,PA4208
PA14_09520,mexI,RND efflux transporter,880346,PA4207
PA14_09530,mexH,RND efflux membrane fusion protein,880450,PA4206
PA14_09540,mexG,hypothetical protein,880449,PA4205
PA14_09550,,hypothetical protein,880444,PA4204
PA14_09570,,LysR family transcriptional regulator,880443,PA4203
PA14_09580,,hypothetical protein,879034,PA4202
PA14_09600,ddlA,D-alanine--D-alanine ligase,879033,PA4201
PA14_09610,,hypothetical protein,880397,PA4200
PA14_09630,,acyl-CoA dehydrogenase,880396,PA4199
PA14_09660,,acyl-CoA synthetase,880351,PA4198
PA14_09680,,two-component sensor,880350,PA4197
PA14_09690,,two-component response regulator,880470,PA4196
PA14_09700,,monooxygenase,880329,PA4190
PA14_09710,,aldehyde dehydrogenase,880328,PA4189
PA14_09730,,dihydrodipicolinate synthase,880335,PA4188
PA14_09740,,MFS transporter,880334,PA4187
PA14_09750,,oxidoreductase,880486,PA4186
PA14_09760,,GntR family transcriptional regulator,880485,PA4185
PA14_09770,souR,sarcosine oxidation and utilization regulator SouR,880296,PA4184
PA14_09780,,hypothetical protein,880295,PA4183
PA14_09790,,transcriptional regulator,880293,PA4182
PA14_09810,,hypothetical protein,880292,PA4181
PA14_09820,,acetolactate synthase,880313,PA4180
PA14_09850,,porin,880312,PA4179
PA14_09870,eftM,"SAM-dependent methyltransferase , EftM",880256,PA4178
PA14_09880,,hypothetical protein,880255,PA4177
PA14_09890,ppiC2,peptidyl-prolyl cis-trans isomerase C2,880209,PA4176
PA14_09900,prpL,"Pvds-regulated endoprotease, lysyl class",880208,PA4175
PA14_09910,,transcriptional regulator,880287,PA4174
PA14_09920,,translation initiation inhibitor,880286,PA4173
PA14_09930,,exonuclease III,880276,PA4172
PA14_09940,,protease,880275,PA4171
PA14_09950,,oxidoreductase,880250,PA4170
PA14_09960,,hypothetical protein,880249,PA4169
PA14_09970,fpvB,"type I ferripyoverdine receptor, FpvB",880246,PA4168
PA14_09980,dkgB,"2,5-diketo-D-gluconate reductase B",880245,PA4167
PA14_09990,,acetyltransferase,880223,PA4166
PA14_10010,,transcriptional regulator,880222,PA4165
PA14_10020,,hypothetical protein,880182,PA4164
PA14_10040,,amidase,880181,PA4163
PA14_10050,,hypothetical protein,,
PA14_10070,,zinc-dependent oxidoreductase,,
PA14_10080,,hypothetical protein,,
PA14_10090,,LysR family transcriptional regulator,,
PA14_10110,,transporter,,
PA14_10120,,LysR family transcriptional regulator,,
PA14_10130,,short chain dehydrogenase,880119,PA4162
PA14_10140,fepG,ferric enterobactin transport protein FepG,880214,PA4161
PA14_10160,fepD,ferric enterobactin transport protein FepD,880213,PA4160
PA14_10170,fepB,iron-enterobactin transporter periplasmic binding protein,880322,PA4159
PA14_10180,fepC,ferric enterobactin transport protein FepC,880321,PA4158
PA14_10190,,transcriptional regulator,880161,PA4157
PA14_10200,,TonB-dependent receptor protein,880160,PA4156
PA14_10210,,oxidoreductase,880176,PA4155
PA14_10220,,SH3 domain-containing protein,880175,PA4154
PA14_10230,adh,"2,3-butanediol dehydrogenase",880134,PA4153
PA14_10240,,branched-chain alpha-keto acid dehydrogenase subunit E2,880133,PA4152
PA14_10250,acoB,acetoin catabolism protein AcoB,880055,PA4151
PA14_10260,,dehydrogenase E1 component,880054,PA4150
PA14_10270,,hypothetical protein,880109,PA4149
PA14_10280,,short-chain dehydrogenase,880108,PA4148
PA14_10290,acoR,transcriptional regulator AcoR,880118,PA4147
PA14_10300,,efflux protein,,
PA14_10320,,transcriptional regulator,880263,PA4145
PA14_10330,,outer membrane protein,880262,PA4144
PA14_10340,,toxin transporter,880113,PA4143
PA14_10350,,secretion protein,880112,PA4142
PA14_10360,,hypothetical protein,880096,PA4141
PA14_10370,,hypothetical protein,880095,PA4140
PA14_10380,,hypothetical protein,880106,PA4139
