PAO1 id	PA14 homolog id	Transcriptional similarity across strains	P-value	Name	label
PA4336	PA14_56370	-0.015980795793787732	0.24257021003355744		least stable
PA0679	PA14_55510	0.7982857620066689	0.0	hxcP	most stable
PA1326	PA14_47100	0.31008423358435366	1.4668399348294533e-119	ilvA2
PA5054	PA14_66790	0.5688159465965325	0.0	hslU	most stable
PA4204	PA14_09550	0.5524847424656779	0.0	ppgL	most stable
PA5055	PA14_66800	0.49814936832180323	0.0
PA2065	PA14_37790	-0.0717758816904061	1.480131587060045e-07	pcoA	least stable
PA3217	PA14_22620	0.7574146199795424	0.0	cyaB	most stable
PA5533	PA14_72990	0.2161583646785088	1.386764800059502e-57
PA1922	PA14_39650	0.5391818385083327	0.0		most stable
PA3303	PA14_21300	0.7216915787195083	0.0		most stable
PA0789	PA14_54040	0.8734010693622127	0.0		most stable
PA4710	PA14_62350	0.13397242446502605	7.539411003615811e-23	phuR	least stable
PA3044	PA14_24720	0.7997967437034014	0.0	rocsS2	most stable
PA2339	PA14_34410	0.38185422976027644	2.9026635005713446e-185
PA4408	PA14_57290	0.709897359609877	0.0	ftsA	most stable
PA1244	PA14_48150	-0.18501310236823326	2.1303402404031816e-42		least stable
PA4354	PA14_56620	0.36295640194558637	2.892309956189878e-166
PA2562	PA14_31390	0.7772599425268335	0.0		most stable
PA0382	PA14_05000	0.8416352868317629	0.0	micA	most stable
PA4709	PA14_62330	0.6034789848621367	0.0	phuS	most stable
PA3117	PA14_23800	0.7865651153216628	0.0	asd	most stable
PA2025	PA14_38330	0.7371248080023847	0.0	gor	most stable
PA2573	PA14_30820	0.8062874366518781	0.0		most stable
PA4038	PA14_11610	0.8607702002863792	0.0		most stable
PA1181	PA14_49160	0.3134905598048548	2.69041250223977e-122
PA4818	PA14_63700	0.6134950713672788	0.0		most stable
PA2820	PA14_27590	0.6948578080574803	0.0		most stable
PA2020	PA14_38380	0.45345451272971954	1.2741696943130233e-269	mexZ
PA1806	PA14_41170	0.783297487643454	0.0	fabI	most stable
PA1116	PA14_49930	0.8121278705987219	0.0		most stable
PA2390	PA14_33760	0.6715398396458675	0.0	pvdT	most stable
PA0241	PA14_02990	0.8681705912142366	0.0		most stable
PA0025	PA14_00290	0.7785611475795535	0.0	aroE	most stable
PA1320	PA14_47160	0.42208211591322603	4.0301558944612565e-230	cyoD
PA2251	PA14_35470	0.4715069157083913	2.6437099351721265e-294
PA4703	PA14_62250	0.6807042677724728	0.0		most stable
PA0194	PA14_02435	0.5937799715815878	0.0		most stable
PA4616	PA14_61080	0.33454997074783044	4.950036071546849e-140
PA0065	PA14_00770	0.7397956407470527	0.0		most stable
PA3344	PA14_20810	0.8599742775656509	0.0	recQ	most stable
PA1048	PA14_50810	0.6690122315784346	0.0		most stable
PA2804	PA14_27880	0.7060571632153814	0.0		most stable
PA5354	PA14_70680	0.6690982209109915	0.0	glcE	most stable
PA1852	PA14_40560	0.36497202129393097	3.1270479047595515e-168
PA0671	PA14_55590	0.5730625818232847	0.0		most stable
PA1342	PA14_46910	0.7855022062256575	0.0	aatJ	most stable
PA2883	PA14_26780	0.6921152741820978	0.0		most stable
PA3958	PA14_12670	0.5735877211716007	0.0		most stable
PA3602	PA14_17690	0.6732501577589858	0.0		most stable
PA1489	PA14_45170	0.20484510010149642	8.952322240640376e-52
PA0361	PA14_04730	0.3875364481727014	3.15168089573399e-191
PA3359	PA14_20630	0.7280124600398625	0.0		most stable
PA2956	PA14_25810	0.79612733572364	0.0		most stable
PA1096	PA14_50240	0.579194337263044	0.0		most stable
PA5235	PA14_69130	0.7867678841687695	0.0	glpT	most stable
PA1668	PA14_42910	0.6183797338955291	0.0	dotU2	most stable
PA0161	PA14_02010	0.506608544310165	0.0		most stable
PA4664	PA14_61680	0.8346903827983121	0.0	prmC	most stable
PA4753	PA14_62880	0.8288329107818032	0.0		most stable
PA1283	PA14_47610	0.5021702920409635	0.0		most stable
PA4772	PA14_63100	0.5919017234618036	0.0		most stable
PA2594	PA14_30550	0.4930229287545954	0.0
PA0765	PA14_54400	0.5314085880092871	0.0	mucC	most stable
PA4217	PA14_09400	0.6001179701130415	0.0	phzS	most stable
PA1201	PA14_48770	0.5745613112971464	0.0		most stable
PA5567	PA14_73400	0.8156248616297815	0.0		most stable
PA4522	PA14_58670	0.45477116353770325	2.263683373796055e-271	ampD
PA2392	PA14_33740	0.6345727175625454	0.0	pvdP	most stable
PA0193	PA14_02420	0.4170841767355897	3.317020092928459e-224
PA1492	PA14_45120	-0.3879078470452552	1.2722515232608897e-191		least stable
PA2561	PA14_31400	0.2194549654189136	2.4269784359432603e-59	ctpH
PA1854	PA14_40540	0.6368181782890477	0.0		most stable
PA4858	PA14_64270	0.6974364869766357	0.0		most stable
PA2356	PA14_34190	0.6740997950209808	0.0	msuD	most stable
PA2360	PA14_34140	0.846815833748966	0.0	hsiA3	most stable
PA2051	PA14_37980	0.6040760353414786	0.0		most stable
PA0338	PA14_04420	0.5589794411940401	0.0		most stable
PA1292	PA14_47500	0.5979560298614753	0.0		most stable
PA0532	PA14_06940	0.21612479087035902	1.4445975215814097e-57
PA1869	PA14_40310	0.48848651428338596	6.48155e-319
PA2255	PA14_35420	0.8716967686897862	0.0	pvcB	most stable
PA0158	PA14_01970	0.544634543054406	0.0	triC	most stable
PA1328	PA14_47080	0.7113589358805419	0.0		most stable
PA0966	PA14_51790	0.3080239830088448	6.368014840945655e-118	ruvA
PA5018	PA14_66330	0.590200037320309	0.0	msrA	most stable
PA0758	PA14_54490	0.6566400978010754	0.0		most stable
PA4199	PA14_09630	0.5058891119322705	0.0		most stable
PA3388	PA14_20260	0.7151350281390171	0.0		most stable
PA4257	PA14_08910	0.8302177014267624	0.0	rpsC	most stable
PA4953	PA14_65430	0.6842345177884976	0.0	motB	most stable
PA3286	PA14_21540	0.2367257391681155	5.032992918289761e-69
PA2649	PA14_29850	0.8265599907041432	0.0	nuoN	most stable
PA5203	PA14_68730	0.6945492585069614	0.0	gshA	most stable
PA5436	PA14_71740	0.7894101868722103	0.0		most stable
PA5527	PA14_72920	-0.011391239053056596	0.4048719451009437		least stable
PA1176	PA14_49220	0.8042503566169341	0.0	napF	most stable
PA3259	PA14_21860	0.7029371367293399	0.0		most stable
PA5183	PA14_68460	0.344313161043752	9.644218544608919e-149
PA1934	PA14_39500	0.45761335802673225	3.5475349358412264e-275
PA4231	PA14_09210	0.6785608796444251	0.0	pchA	most stable
PA3103	PA14_23990	0.7754504531519009	0.0	xcpR	most stable
PA1299	PA14_47410	0.625773893302247	0.0		most stable
PA1622	PA14_43540	0.522612084016131	0.0		most stable
PA3868	PA14_13890	0.7600701744314204	0.0		most stable
PA4580	PA14_60590	0.3528584853017828	1.2572759781195877e-156
PA1778	PA14_41563	0.5945068365822481	0.0	cobA	most stable
PA5270	PA14_69590	0.6745066669499173	0.0		most stable
PA5563	PA14_73350	0.7841138329310722	0.0	soj	most stable
PA1808	PA14_41150	0.7639087707514152	0.0	nppC	most stable
PA3096	PA14_24080	0.6523019568505044	0.0	xcpY	most stable
PA3005	PA14_25195	0.47674655070910155	9.453624767587238e-302	nagZ
PA0145	PA14_01790	0.4732972695246923	7.804448700120895e-297
PA0022	PA14_00240	0.5294254183685542	0.0		most stable
PA0853	PA14_53230	0.7140269191640414	0.0		most stable
PA4503	PA14_58440	0.5117087420911308	0.0	dppB	most stable
PA2272	PA14_35190	0.2304977884852655	1.9363124786981455e-65	pbpC
PA3251	PA14_21940	0.7695807442692014	0.0		most stable
PA2358	PA14_34170	0.341160244022809	6.786649940296164e-146
PA2366	PA14_34050	0.7269668855416344	0.0	hsiC3	most stable
PA3070	PA14_24430	0.5725162290746846	0.0		most stable
PA3376	PA14_20400	0.5776592806375181	0.0		most stable
PA4513	PA14_58560	0.5587046287398966	0.0		most stable
PA0459	PA14_06000	0.7371189037843263	0.0		most stable
PA3126	PA14_23680	0.3948925250806773	3.9798882121478655e-199	ibpA
PA0628	PA14_08150	0.3529596758133078	1.0106057628570225e-156
PA1714	PA14_42380	0.49334998456697143	0.0	exsD
PA1518	PA14_44820	0.5864172974275332	0.0		most stable
PA4736	PA14_62660	0.5175294483479886	0.0		most stable
PA0096	PA14_01170	0.6596694793965842	0.0		most stable
PA2955	PA14_25820	0.45997117904085544	2.3225032727014012e-278
PA4998	PA14_66090	0.7878518926248195	0.0		most stable
PA1128	PA14_49790	0.41621294369453404	3.480719495520586e-223
PA5412	PA14_71430	0.6699958511178831	0.0		most stable
PA4309	PA14_56000	0.6204794501137659	0.0	pctA	most stable
PA2058	PA14_37880	0.8122297039008866	0.0	sppA	most stable
PA2116	PA14_37210	0.36460765608199885	7.10559862144855e-168
PA2856	PA14_27160	0.5628367282524606	0.0	tesA	most stable
PA2000	PA14_38640	0.6811421242448429	0.0	dchB	most stable
PA3312	PA14_21180	0.6775154960589804	0.0		most stable
PA3955	PA14_12700	0.5860161027425215	0.0		most stable
PA4042	PA14_11570	0.7916866849898615	0.0	xseB	most stable
PA2864	PA14_27070	0.40238028623496475	2.2414581759538603e-207
PA3179	PA14_23110	0.6870693590535737	0.0		most stable
PA2749	PA14_28570	0.2776897575835875	2.6283838125407955e-95	endA
PA3757	PA14_15830	0.432164924450909	2.3031908192146496e-242	nagR
PA2785	PA14_28080	0.28906973571290295	1.8174217135541336e-103
PA1147	PA14_49570	0.762027734934091	0.0		most stable
PA0363	PA14_04760	0.7507929886827269	0.0	coaD	most stable
PA1330	PA14_47060	0.6414195503710833	0.0		most stable
PA0326	PA14_04250	0.7282414289874991	0.0		most stable
PA2568	PA14_31310	0.4314718572745666	1.6492903059947135e-241
PA1102	PA14_50130	0.6150669160437711	0.0	fliG	most stable
PA1945	PA14_39360	0.4303205980221533	4.296144484184026e-240
PA3025	PA14_24950	0.4097928958665667	9.375439662274538e-216
PA1899	PA14_39970	0.5722281198814089	0.0	phzA2	most stable
PA0709	PA14_55140	0.12593880404376462	2.3425968418666215e-20		least stable
PA0890	PA14_52770	0.7659243375464512	0.0	aotM	most stable
PA0384	PA14_05020	0.6026586316597384	0.0		most stable
PA4073	PA14_11190	0.6105782760734002	0.0		most stable
PA1411	PA14_46200	0.676221524441805	0.0		most stable
PA2797	PA14_27950	0.6168861109704278	0.0		most stable
PA2487	PA14_32470	0.4087171031819321	1.5893277311689542e-214
PA0443	PA14_05790	0.34010287434035524	6.014069315564967e-145
PA5206	PA14_68770	0.6282940336491976	0.0	argE	most stable
PA3919	PA14_13190	0.5458239189253585	0.0		most stable
PA3355	PA14_20680	0.6963096491132332	0.0		most stable
PA1675	PA14_42840	0.7255756911045727	0.0		most stable
PA2064	PA14_37810	-0.1025823451150999	5.4507276850420396e-14	pcoB	least stable
PA5207	PA14_68780	0.44694870276247545	4.386075464792528e-261
PA4684	PA14_61960	0.8451392762127145	0.0		most stable
PA4070	PA14_11240	0.795576523733132	0.0		most stable
PA0795	PA14_53950	0.6723810638270487	0.0	prpC	most stable
PA1745	PA14_41980	0.7354798638549894	0.0		most stable
PA4757	PA14_62920	0.8230965900144377	0.0		most stable
PA4430	PA14_57560	0.8104703741174132	0.0		most stable
PA2126	PA14_37080	0.4624826572212469	8.847533644045502e-282	cgrC
PA3644	PA14_17210	0.8567588747532008	0.0	lpxA	most stable
PA4099	PA14_10870	0.626269270284585	0.0		most stable
PA4385	PA14_57010	0.617189220966409	0.0	groEL	most stable
PA1073	PA14_50530	0.6197099626864151	0.0	braD	most stable
PA0690	PA14_55400	0.5721955281445383	0.0	pdtA	most stable
PA3419	PA14_19860	0.8169027014035635	0.0		most stable
PA0414	PA14_05400	0.4725342578222317	9.383510148271135e-296	chpB
PA3342	PA14_20840	0.6709217161283386	0.0		most stable
PA4269	PA14_08780	0.815633379843884	0.0	rpoC	most stable
PA1536	PA14_44580	0.5015610750126133	0.0		most stable
PA0093	PA14_01140	0.6301566983468242	0.0	tse6	most stable
PA4267	PA14_08810	0.8142770961073519	0.0	rpsG	most stable
PA4219	PA14_09370	0.70620948443796	0.0	ampO	most stable
PA2935	PA14_26080	0.6274230307208145	0.0		most stable
PA1062	PA14_50650	0.2264307517799174	3.72552396268978e-63
PA1757	PA14_41830	0.7700072141915637	0.0	thrH	most stable
PA2753	PA14_28500	0.6386243560721787	0.0		most stable
PA0340	PA14_04440	0.8205088163928901	0.0		most stable
PA2663	PA14_29650	0.3866053240128302	3.0479797272582064e-190	ppyR
PA5003	PA14_66150	0.8604666069270831	0.0		most stable
PA5228	PA14_69040	0.36411559323913617	2.1491140939175157e-167
PA5368	PA14_70850	0.516595049428881	0.0	pstC	most stable
PA0415	PA14_05410	0.5177177967607297	0.0	chpC	most stable
PA2297	PA14_34920	0.4117803839521001	4.887896543793799e-218
PA4436	PA14_57630	0.5826270032469074	0.0		most stable
PA5245	PA14_69260	0.5620594574922185	0.0		most stable
PA5095	PA14_67280	0.6718254901231285	0.0		most stable
PA1997	PA14_38690	0.7433976173930011	0.0		most stable
PA5295	PA14_69900	0.6118170738983015	0.0		most stable
PA2989	PA14_25420	0.36845479369313344	1.1597533206984412e-171
PA1987	PA14_38800	0.543280603320157	0.0	pqqC	most stable
PA1823	PA14_40950	0.7373343187414998	0.0	nudC	most stable
PA0407	PA14_05310	0.34729661995178285	1.8169783642539406e-151	gshB
PA0846	PA14_53330	0.7085032102467824	0.0		most stable
PA1729	PA14_42180	0.7465964457598757	0.0		most stable
PA2079	PA14_37630	0.4609241800389566	1.1800747724952865e-279
PA1457	PA14_45610	0.5937821453449525	0.0	cheZ	most stable
PA5569	PA14_73420	0.8382126704992917	0.0	rnpA	most stable
PA0719	PA14_48980	0.41282592399009355	3.033598568436645e-219
PA1979	PA14_38910	0.6643679226593203	0.0	eraS	most stable
PA0228	PA14_02790	0.6474158419362405	0.0	pcaF	most stable
PA4991	PA14_66000	0.8116620003413366	0.0		most stable
PA0450	PA14_05870	0.6903366111318775	0.0		most stable
PA4619	PA14_61130	0.5305195306987999	0.0		most stable
PA4750	PA14_62850	0.7107465172809724	0.0	folP	most stable
PA4271	PA14_08750	0.8360367132813916	0.0	rplL	most stable
PA5391	PA14_71190	0.8505057342715968	0.0		most stable
PA2520	PA14_31010	-0.01976260047982312	0.14840794279639818	czcA	least stable
PA1994	PA14_38720	0.7101159267426957	0.0		most stable
PA2396	PA14_33700	0.6357115092546265	0.0	pvdF	most stable
PA2410	PA14_33530	0.23704656178168984	3.267897947676558e-69	fpvF
PA4210	PA14_09480	0.35654840124946935	4.1511199065944843e-160	phzA1
PA0458	PA14_05990	0.47134440306662784	4.4782430661170025e-294
PA0317	PA14_04140	0.8277955312731284	0.0		most stable
PA0071	PA14_00830	0.6478991704518903	0.0	tagR1	most stable
PA4840	PA14_64000	0.6839803929618737	0.0		most stable
PA2085	PA14_37550	0.6196047722220931	0.0		most stable
PA5288	PA14_69810	0.6216611568345461	0.0	glnK	most stable
PA3011	PA14_25110	0.3450263701746039	2.165580702186906e-149	topA
PA4652	PA14_61540	0.810913645359585	0.0	cupE5	most stable
PA0630	PA14_08180	0.5067938125963231	0.0		most stable
PA0314	PA14_04090	0.5836188231021111	0.0		most stable
PA0874	PA14_52960	0.2879729219374559	1.1552840238422007e-102
PA2437	PA14_33110	0.7169817166603816	0.0		most stable
PA1348	PA14_46840	0.7214355640313531	0.0		most stable
PA4958	PA14_65520	0.694978304949953	0.0		most stable
PA0904	PA14_52580	0.7746819067025457	0.0	lysC	most stable
PA1275	PA14_47730	0.7398028663675752	0.0	cobD	most stable
PA5002	PA14_66140	0.8431555318220029	0.0	dnpA	most stable
PA2702	PA14_29200	0.4516423644241132	3.175478073171686e-267	tse2
PA2307	PA14_34790	0.7051492490292234	0.0		most stable
PA5260	PA14_69450	0.422840628454646	4.997622694160711e-231	hemC
PA1031	PA14_51000	0.7102588588198421	0.0		most stable
PA3214	PA14_22650	0.5898048320435169	0.0		most stable
PA4926	PA14_65050	0.751088404442869	0.0		most stable
PA3519	PA14_18810	0.30329305680330254	3.271561907001291e-114
PA1021	PA14_51110	0.7183785157605805	0.0		most stable
PA0622	PA14_08070	0.6163289442782369	0.0		most stable
PA1817	PA14_41030	0.15036146781916634	2.020650924097062e-28		least stable
PA5151	PA14_68050	0.6017614193771811	0.0		most stable
PA1362	PA14_46670	0.8008918219079514	0.0		most stable
PA2266	PA14_35270	0.5611698971399207	0.0		most stable
PA3858	PA14_14100	0.8331850674600422	0.0		most stable
PA5380	PA14_71070	0.48172095334012954	6.091898634182905e-309	gbdR
PA5519	PA14_72810	0.38529553508374054	7.32552243388561e-189
PA4027	PA14_11740	0.7756461551898778	0.0		most stable
PA0838	PA14_53420	0.7646328063456741	0.0		most stable
PA5093	PA14_67260	0.7862818368517233	0.0		most stable
PA3793	PA14_15020	0.7953546559155994	0.0		most stable
PA2778	PA14_28150	0.7779227868355166	0.0		most stable
PA2592	PA14_30570	0.6999874653079114	0.0		most stable
PA0876	PA14_52930	0.2375744557399549	1.6033871127965323e-69
PA0707	PA14_55160	0.424972368307612	1.3754326459687004e-233	toxR
PA2691	PA14_29320	0.23106406506448787	9.233572568893809e-66
PA1815	PA14_41060	0.6919278258107211	0.0	rnhA	most stable
PA1753	PA14_41880	0.6734692032458535	0.0		most stable
PA4814	PA14_63640	0.8534810357580342	0.0	fadH2	most stable
PA5420	PA14_71530	0.6354727908648777	0.0	purU2	most stable
PA5552	PA14_73220	0.7398182845946474	0.0	glmU	most stable
PA4913	PA14_64900	0.7993706230452329	0.0		most stable
PA1706	PA14_42470	0.46405101551094635	6.267312908510448e-284	pcrV
PA4091	PA14_11000	0.763124488750365	0.0	hpaA	most stable
PA5256	PA14_69400	0.7634013560757221	0.0	dsbH	most stable
PA4700	PA14_62200	0.8100974438568597	0.0	mrcB	most stable
PA3270	PA14_21710	0.5633412519078129	0.0		most stable
PA1043	PA14_50860	0.536241406471692	0.0		most stable
PA5501	PA14_72590	0.5343927430519624	0.0	znuB	most stable
PA4674	PA14_61840	0.3495232639249186	1.6075903253107703e-153
PA0800	PA14_53890	0.6809944370420828	0.0		most stable
PA2112	PA14_37270	0.21504830535770342	5.334419073429939e-57
PA1192	PA14_48870	0.8312839587200812	0.0		most stable
PA3518	PA14_18820	0.33476720483993855	3.1931204842654936e-140
PA3963	PA14_12610	0.10826542526818522	2.0268894243639515e-15		least stable
PA1039	PA14_50900	0.5719700860511433	0.0		most stable
PA5001	PA14_66120	0.7829551159966152	0.0	ssg	most stable
PA4516	PA14_58600	0.0886967545780463	8.123474270599956e-11		least stable
PA5356	PA14_70710	0.7117204898558371	0.0	glcC	most stable
PA3840	PA14_14340	0.443605278717983	9.066759748311879e-257
PA5491	PA14_72470	0.2634696864052345	1.2127038364691017e-85
PA2503	PA14_32290	0.47121189263767427	6.881018223271613e-294
PA3994	PA14_12150	0.8199266052275924	0.0		most stable
PA1525	PA14_44700	0.29671854209662757	3.610330096309309e-109	alkB2
PA4685	PA14_61980	0.45929558613631416	1.909109478804111e-277
PA3578	PA14_18020	0.5892384355564383	0.0		most stable
PA4946	PA14_65350	0.7800809384868923	0.0	mutL	most stable
PA3113	PA14_23850	0.5843944201273333	0.0	trpF	most stable
PA3350	PA14_20740	0.4665310356371149	2.3697742042960373e-287
PA4832	PA14_63890	0.3714062939534397	1.3287725514218249e-174
PA2572	PA14_30830	0.8034271839182596	0.0		most stable
PA0388	PA14_05060	0.4356377967748064	1.1168363564045067e-246
PA4874	PA14_64460	0.523084217421605	0.0		most stable
PA1766	PA14_41730	0.8001521181711739	0.0		most stable
PA2129	PA14_37040	0.6312839688353762	0.0	cupA2	most stable
PA0474	PA14_06200	0.8619292568767158	0.0		most stable
PA5494	PA14_72500	0.5231806536444447	0.0		most stable
PA1315	PA14_47240	0.12741144181114158	8.40430673733723e-21		least stable
PA4462	PA14_57940	0.36291901869860865	3.144676618703954e-166	rpoN
PA4751	PA14_62860	0.556723723109734	0.0	ftsH	most stable
PA0424	PA14_05520	0.55781071545699	0.0	mexR	most stable
PA3667	PA14_16930	0.6995879169727474	0.0		most stable
PA4740	PA14_62710	0.8499178686621229	0.0	pnp	most stable
PA2981	PA14_25510	0.8226040945092051	0.0	lpxK	most stable
PA1180	PA14_49170	0.25414873935649857	1.2691558031155678e-79	phoQ
PA4630	PA14_61270	0.38179370683554154	3.354961134422492e-185
PA1089	PA14_50320	0.4389327561791724	8.08677402012641e-251
PA0073	PA14_00860	0.7337380655305521	0.0	tagT1	most stable
PA3668	PA14_16920	0.716058568158203	0.0		most stable
PA3633	PA14_17340	0.7145919156810497	0.0	ygbP	most stable
PA3453	PA14_19450	0.6978163998287165	0.0		most stable
PA5320	PA14_70240	0.8597139449328437	0.0	coaC	most stable
PA4078	PA14_11140	0.7090610817105617	0.0		most stable
PA0365	PA14_04790	0.39287231245256415	6.155014757828605e-197
PA3909	PA14_13340	0.6397679104688473	0.0	eddB	most stable
PA0564	PA14_07340	0.5655102503599003	0.0		most stable
PA2544	PA14_31660	0.767231848262477	0.0		most stable
PA3275	PA14_21660	0.028786943487297312	0.035262521213451595		least stable
PA1060	PA14_50670	0.2589540261711782	1.0738013543448364e-82
PA2462	PA14_32790	0.6824269401945311	0.0		most stable
PA3712	PA14_16370	0.4389515777633504	7.655849846131723e-251
